개방자치단체코드,관리번호,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
3210000,3210000-102-1986-06444,19860526,,,,,02 5860034,460.94,137876,서울특별시 서초구 서초동 1589-4번지 지하1층 ,서울특별시 서초구 반포대로12길 29 (지하1)층 (서초동),6653,(주)뉴욕,룸살롱,201066.8186,442553.4171
3210000,3210000-102-1990-06487,19900420,,,,,02592 5444,"1,019.25",137856,"서울특별시 서초구 서초동 1308-4 지하중1층, 지하1층 ",서울특별시 서초구 서초대로77길 45 (서초동),6612,토요일 토요일은 가요다,고고(디스코)클럽,202123.7691,444374.6408
3210000,3210000-102-2001-15743,20010507,,,,,02 5877292,143.72,137881,서울특별시 서초구 서초동 1657-3번지 (지하 1층) ,서울특별시 서초구 서초중앙로 122 (서초동),6634,주피터,룸살롱,201183.01,443389.3343
3210000,3210000-102-2001-15760,20010515,,,,,02 5976457,182.37,137876,서울특별시 서초구 서초동 1588-7 (지103호) ,서울특별시 서초구 효령로53길 18 (서초동),6654,피터팬,룸살롱,201162.5524,442589.5585
3210000,3210000-102-1978-06388,19780609,,,,,02 5320023,41.61,137840,서울특별시 서초구 방배동 875-1 (지하1층) ,"서울특별시 서초구 방배로 170 (방배동,(지하1층))",6588,놀이터,룸살롱,199329.041,442965.4799
3210000,3210000-102-1992-06376,19920130,,,,,02587 8883,440.48,137858,서울특별시 서초구 서초동 1330-15번지 ,서울특별시 서초구 서초대로78길 46 (서초동),6626,B11 (비일일),룸살롱,202453.7135,443491.2009
3210000,3210000-102-2002-00007,20021230,,,,,5975424,266.49,137876,서울특별시 서초구 서초동 1588-3 지하2층 ,"서울특별시 서초구 효령로55길 27 (서초동,지하2층)",6654,파라다이스,룸살롱,201181.2223,442647.5749
3210000,3210000-102-1999-14162,19990730,,,,,02 5953949,220.76,137882,서울특별시 서초구 서초동 1692-2번지 ,서울특별시 서초구 서초중앙로24길 10 (서초동),6606,아모르,룸살롱,201239.8044,443592.4959
3210000,3210000-102-1999-14418,19991103,,,,,02 5936161,268.63,137882,서울특별시 서초구 서초동 1692-7번지 지하1층 ,"서울특별시 서초구 서초대로 309, 지하1층 (서초동)",6606,W(더블유),룸살롱,201287.0654,443586.4724
3210000,3210000-102-2000-15097,20001204,,,,,02  585 1013,155.09,137876,서울특별시 서초구 서초동 1588-8 지하1층,"서울특별시 서초구 효령로55길 15, 지하1층 (서초동)",6654,마인드,룸살롱,201188.9213,442592.5948
3210000,3210000-102-2010-00003,20100709,,,,,25215405,216.12,137876,서울특별시 서초구 서초동 1588-3번지 지하1층 ,"서울특별시 서초구 효령로55길 27 (서초동,지하1층)",6654,몰디브,룸살롱,201181.2223,442647.5749
3210000,3210000-102-2010-00004,20100809,,,,,02  521 9264,237.04,137875,서울특별시 서초구 서초동 1574-15 ,서울특별시 서초구 서초중앙로 117 (서초동),6644,스테이,룸살롱,201138.8589,443340.1258
3210000,3210000-102-2007-00002,20071011,,,,,25993165,839.56,137855,서울특별시 서초구 서초동 1306-8번지 ,서울특별시 서초구 강남대로 415 (서초동),6614,로컬(Local),고고(디스코)클럽,202256.6188,444148.3325
3210000,3210000-102-2017-00001,20170508,,,,,,"1,252.72",137856,"서울특별시 서초구 서초동 1309-8 지하1층, 지하2층 ","서울특별시 서초구 강남대로69길 8, 지하1층,지하2층층 (서초동)",6611,페이스,기타,202109.5002,444403.3203
3210000,3210000-102-2010-00002,20100426,,,,,205953235,273.13,137856,서울특별시 서초구 서초동 1309-5번지 지하 1 ,"서울특별시 서초구 서초대로73길 50 (서초동,지하 1)",6611,준코 뮤직타운 강남1호점,룸살롱,202054.9444,444385.528
3210000,3210000-102-1992-06351,19920316,,,,,02 5860034,608.54,137876,서울특별시 서초구 서초동 1589-4번지 (지하2층) ,서울특별시 서초구 반포대로12길 29 (지하2)층 (서초동),6653,(주)뉴욕,룸살롱,201066.8186,442553.4171
3210000,3210000-102-1982-06402,19820817,,,,,02 5479017,142.06,137809,서울특별시 서초구 반포동 722-37번지 ,서울특별시 서초구 강남대로 521 (반포동),6536,해리노래바,룸살롱,201880.6166,445153.6924
3210000,3210000-102-2000-14639,20000114,,,,,234746363,85.62,137818,서울특별시 서초구 방배동 444-9,서울특별시 서초구 동작대로 10 (방배동),6693,방배 제이엠씨(JMC),룸살롱,198341.2085,441691.6456
3210000,3210000-102-2000-15113,20001207,,,,,02 5943229,175.81,137883,서울특별시 서초구 서초동 1694-22번지 ,서울특별시 서초구 서초중앙로24길 3 (서초동),6605,갤러리,룸살롱,201168.7484,443610.811
3210000,3210000-102-2000-14883,20000805,,,,,02 5343272,120,137856,서울특별시 서초구 서초동 1308-22 ,서울특별시 서초구 서초대로75길 35 (서초동),6612,찡코,룸살롱,202131.2672,444271.9851
3210000,3210000-102-1983-14772,19830719,,,,,02  535 4025,73.58,137829,서울특별시 서초구 방배동 768-1번지 지하1층 ,"서울특별시 서초구 방배중앙로27길 9, 지하1층 (방배동)",6555,SBS,룸살롱,198632.4436,443654.3961
3210000,3210000-102-1983-06386,19830725,,,,,02 5913235,466.6,137856,서울특별시 서초구 서초동 1309-6번지 ,서울특별시 서초구 강남대로69길 10 (서초동),6611,엔츠 노래타운,룸살롱,202075.2351,444393.0124
3210000,3210000-102-2003-00003,20030729,,,,,02  585 1835,433.62,137953,서울특별시 서초구 서초동 1600-3번지 (지하1층) ,"서울특별시 서초구 서초중앙로 53 (서초동,(지하1층))",6654,신세계노래팡,룸살롱,201254.9308,442705.7945
3210000,3210000-102-1980-06391,19800620,,,,,205996800,85.2,137834,서울특별시 서초구 방배동 836-3번지 ,서울특별시 서초구 방배로 195 (방배동),6572,유토피아 7080,카바레,199177.0452,443168.3204
3210000,3210000-102-2011-00003,20111115,,,,,5860034,485.66,137876,서울특별시 서초구 서초동 1589-4번지 2층 ,서울특별시 서초구 반포대로12길 29 (2)층 (서초동),6653,(주)뉴욕,룸살롱,201066.8186,442553.4171
3210000,3210000-102-2007-00001,20070704,,,,,234712006,307.75,137876,서울특별시 서초구 서초동 1595-2 지하1층,"서울특별시 서초구 반포대로18길 56, 지하1층 (서초동)",6651,리멤버,룸살롱,201111.6758,442775.6714
3220000,3220000-102-1999-20830,19991130,,,,,,290.78,135811,서울특별시 강남구 논현동 2-15 .16 지하1층 ,"서울특별시 강남구 도산대로 114 (논현동,.16 지하1층)",6038,사운드,룸살롱,201810.6984,446016.0036
3220000,3220000-102-1985-04276,19850319,,,,,02  545 5515,250.63,135936,서울특별시 강남구 역삼동 831-42번지 .43 ,"서울특별시 강남구 역삼로 113 (역삼동,.43)",6242,별,카바레,202700.5362,443520.4098
3220000,3220000-102-1985-20007,19850422,,,,,,348.39,135936,서울특별시 강남구 역삼동 831-47번지 ,서울특별시 강남구 역삼로3길 11 (역삼동),6242,세븐(SEVEN),룸살롱,202654.5601,443543.9405
3220000,3220000-102-1999-21048,19991230,,,,,,644.49,135893,서울특별시 강남구 신사동 588-19번지 ,서울특별시 강남구 도산대로 221 (신사동),6026,페어링,카바레,202657.4398,446533.7601
3220000,3220000-102-2004-00008,20040701,,,,,02 5398558,722.6,135877,서울특별시 강남구 삼성동 143-26번지 ,"서울특별시 강남구 테헤란로77길 11-3, 4,5,6,7층 (삼성동)",6159,려,룸살롱,204721.6818,444976.6163
3220000,3220000-102-1985-04282,19851129,,,,,02  5218216,197.5,135868,서울특별시 강남구 삼성동 44-18번지 ,서울특별시 강남구 봉은사로 451 (삼성동),6097,에이플러스,룸살롱,204264.4902,445536.5614
3220000,3220000-102-2000-22128,20000628,,,,,02 5645880,163.87,135913,서울특별시 강남구 역삼동 662-17번지 지하2층 ,"서울특별시 강남구 언주로 531 (역삼동,지하2층)",6138,연구소,카바레,203550.6227,444819.4762
3220000,3220000-102-1989-18651,19890918,,,,,234408233,137.5,135832,서울특별시 강남구 논현동 248-7번지 ,서울특별시 강남구 언주로 640 (논현동),6098,머니볼2,관광호텔나이트(디스코),203102.075,445751.652
3220000,3220000-102-2000-21909,20000601,,,,,,204.7,135868,서울특별시 강남구 삼성동 44-10 지하1층 ,"서울특별시 강남구 봉은사로 437 (삼성동,지하1층)",6097,마티니(Martini),룸살롱,204139.391,445500.7125
3220000,3220000-102-2001-23864,20011031,,,,,,558.52,135957,서울특별시 강남구 청담동 125-16 ,"서울특별시 강남구 도산대로 535, 지상1층 (청담동)",6013,인스타,비어(바)살롱,204526.0821,446991.1995
3220000,3220000-102-2010-00013,20101203,,,,,02  558 8799,374.26,135924,서울특별시 강남구 역삼동 736-16 지하1층 ,"서울특별시 강남구 테헤란로20길 5 (역삼동,지하1층)",6236,오로라,룸살롱,202967.318,444136.9532
3220000,3220000-102-2010-00014,20101208,,,,,,583.76,135877,서울특별시 강남구 삼성동 143-35 ,"서울특별시 강남구 테헤란로69길 8, 지상4층,지상5층 (삼성동)",6159,어게인1,룸살롱,204604.1292,444915.4978
3220000,3220000-102-1990-04234,19900312,,,,,02 5678835,231.46,135922,서울특별시 강남구 역삼동 705-14번지 ,서울특별시 강남구 선릉로93길 11 (역삼동),6150,오페라하우스노래바큐,룸살롱,204125.8356,444770.0175
3220000,3220000-102-2001-23869,20011211,,,,,02 5644620,167.58,135936,서울특별시 강남구 역삼동 831-27 ,서울특별시 강남구 강남대로78길 18 (역삼동),6242,제이제이(JJ),룸살롱,202662.1529,443646.8478
3220000,3220000-102-2002-00013,20020322,,,,,,310.2,135957,서울특별시 강남구 청담동 125-16 2층 ,"서울특별시 강남구 도산대로 535, 2층 (청담동)",6013,베이직,룸살롱,204526.0821,446991.1995
3220000,3220000-102-2001-23857,20010918,,,,,,273.49,135917,서울특별시 강남구 역삼동 688-2 지하1층,"서울특별시 강남구 언주로 556, 지하1층 (역삼동)",6144,아레나,룸살롱,203477.1148,445044.1261
3220000,3220000-102-2011-00005,20110323,,,,,,122.53,135937,서울특별시 강남구 역삼동 838-4 지하1층,"서울특별시 강남구 강남대로62길 12 (역삼동,지하1층)",6253,탑,룸살롱,202804.8929,443121.5573
3220000,3220000-102-1991-04216,19910213,,,,,02 5474466,"1,125.75",135934,서울특별시 강남구 역삼동 824-8,서울특별시 강남구 테헤란로6길 14 (역삼동),6233,워라밸,요정,202628.7112,443941.6789
3220000,3220000-102-2011-00003,20110210,,,,,02  567 9991,554.22,135915,"서울특별시 강남구 역삼동 677-20 지하1층, 지하2층","서울특별시 강남구 테헤란로33길 6-7 (역삼동,지하1층, 지하2층)",6142,뮤직뱅크,룸살롱,203475.825,444490.505
3220000,3220000-102-2007-00006,20070820,,,,,205550242,617.9,135924,"서울특별시 강남구 역삼동 736-35 지하1,2층 ","서울특별시 강남구 테헤란로22길 10 (역삼동,지하1,2층)",6236,다소다,룸살롱,203017.9389,444112.1793
3220000,3220000-102-2018-00003,20180731,,,,,,423.21,135877,서울특별시 강남구 삼성동 144-6번지 ,"서울특별시 강남구 테헤란로77길 12, 1층 (삼성동)",6158,제너딘,룸살롱,204774.2477,445010.2295
3220000,3220000-102-2018-00004,20180809,,,,,,319.63,135934,서울특별시 강남구 역삼동 824-7번지 4층 ,"서울특별시 강남구 테헤란로6길 10, 4층 (역삼동)",6233,39,룸살롱,202621.0869,443960.2502
3220000,3220000-102-2020-00005,20200910,,,,,,632.48,135915,서울특별시 강남구 역삼동 677-22 ,"서울특별시 강남구 테헤란로33길 8, 지하1층, 지상1층 (역삼동)",6142,티엠아이,룸살롱,203433.7809,444474.3381
3220000,3220000-102-2020-00006,20200910,,,,,,281.4,135915,서울특별시 강남구 역삼동 677-22 ,"서울특별시 강남구 테헤란로33길 8, 지상2층 (역삼동)",6142,팔로워,룸살롱,203433.7809,444474.3381
3220000,3220000-102-2020-00008,20201211,,,,,,374.77,135933,서울특별시 강남구 역삼동 823-30 라인빌딩 ,"서울특별시 강남구 테헤란로14길 16, 라인빌딩 지하1층 (역삼동)",6234,원,룸살롱,202854.5936,444017.6135
3220000,3220000-102-2020-00007,20201203,,,,,,231.6,135913,서울특별시 강남구 역삼동 651-5 KH타워 ,"서울특별시 강남구 봉은사로 218, KH타워 지하1층 (역삼동)",6135,요트클럽55(YACHT CLUB 55),룸살롱,203110.7855,445055.4752
3220000,3220000-102-2000-21167,20000121,,,,,,124.01,135935,서울특별시 강남구 역삼동 826-8번지 지하1층 ,"서울특별시 강남구 테헤란로2길 34 (역삼동,지하1층)",6241,개구쟁이,룸살롱,202540.1232,443749.2466
3220000,3220000-102-1983-04349,19830730,,,,,02  516 0407,285.97,135830,서울특별시 강남구 논현동 242-53번지 가헌빌딩 ,"서울특별시 강남구 선릉로 659, 가헌빌딩 지하1층 (논현동)",6099,봄,룸살롱,203609.925,445913.6908
3220000,3220000-102-2020-00001,20200130,,,,,,393.06,135924,서울특별시 강남구 역삼동 736-35 프리즘빌딩 ,"서울특별시 강남구 테헤란로22길 10, 프리즘빌딩 지상3,4층 (역삼동)",6236,필드,룸살롱,203017.9389,444112.1793
3220000,3220000-102-2021-00004,20211126,,,,,,447.39,135892,서울특별시 강남구 신사동 587-1 선샤인호텔 별관 1층 ,"서울특별시 강남구 도산대로 205, 선샤인호텔 별관1층 (신사동)",6026,게임,룸살롱,202471.5362,446478.945
3220000,3220000-102-2021-00005,20211126,,,,,,802.66,135892,"서울특별시 강남구 신사동 587-1 선샤인호텔 별관2,3층 ","서울특별시 강남구 도산대로 205, 선샤인호텔 별관2,3층 (신사동)",6026,인트로,룸살롱,202471.5362,446478.945
3220000,3220000-102-2021-00006,20211208,,,,,,307.04,135934,서울특별시 강남구 역삼동 825-29 지하1층 ,서울특별시 강남구 테헤란로2길 15 (역삼동),6232,코튼라운지,룸살롱,202522.7015,443890.5767
3220000,3220000-102-2021-00003,20211122,,,,,,140.56,135923,서울특별시 강남구 역삼동 735-29,서울특별시 강남구 테헤란로16길 9 (역삼동),6235,아이엠,룸살롱,202924.7284,444079.3687
3220000,3220000-102-2006-00001,20060118,,,,,,462.84,135920,서울특별시 강남구 역삼동 718-14 지상 3~5층,"서울특별시 강남구 언주로87길 48 (역삼동,지상 3~5층)",6220,세븐(SEVEN),기타,203409.113,444284.1838
3220000,3220000-102-2012-00004,20120830,,,,,,249.46,135877,서울특별시 강남구 삼성동 143-27 지상4층,"서울특별시 강남구 테헤란로77길 9, 4층 (삼성동)",6159,씨엔엔CNN4,룸살롱,204738.8653,444986.1082
3220000,3220000-102-2001-23871,20011222,,,,,,292,135545,서울특별시 강남구 논현동 204-4번지 지상2층 ,"서울특별시 강남구 봉은사로 135 (논현동,지상2층)",6121,유니크,비어(바)살롱,202526.5569,444894.426
3220000,3220000-102-2014-00009,20141224,,,,,02  555 0981,145.31,135840,서울특별시 강남구 대치동 891-59 지하1층 ,"서울특별시 강남구 테헤란로78길 14-8, 지하1층 (대치동)",6194,썸,룸살롱,204776.3169,444785.256
3220000,3220000-102-2015-00001,20150105,,,,,02  63489090,229.84,135935,서울특별시 강남구 역삼동 826-9번지 지하1층 ,"서울특별시 강남구 테헤란로2길 36, 지하1층 (역삼동)",6241,오마주,룸살롱,202544.7868,443737.0902
3220000,3220000-102-1976-04321,19760110,,,,,02 5425110,222.59,135887,서울특별시 강남구 신사동 514-15번지 ,서울특별시 강남구 도산대로 123 (신사동),6035,준코뮤직타운 신사점,카바레,201864.3986,446138.7003
3220000,3220000-102-2016-00001,20160112,,,,,,188.64,135876,서울특별시 강남구 삼성동 142-23 지하1층 ,"서울특별시 강남구 선릉로92길 43, 지하1층 (삼성동)",6160,장난감바,룸살롱,204536.6886,444910.8036
3220000,3220000-102-2015-00006,20151202,,,,,02  518 0444,286.58,135897,서울특별시 강남구 신사동 652-14 지하1층,"서울특별시 강남구 도산대로 331, 지하1층 (신사동)",6019,놀이터,룸살롱,203300.7159,446789.6508
3220000,3220000-102-2007-00005,2007-07-26,,,,,,257.31,135-877,서울특별시 강남구 삼성동 143,서울특별시 강남구 테헤란로69길 16 (삼성동),6159,라이언1,룸살롱,204581.0986,444970.5178
3220000,3220000-102-2015-00004,20150803,,,,,,173.24,135821,서울특별시 강남구 논현동 115-12번지 지하1층 ,"서울특별시 강남구 언주로 706, 지하1층 (논현동)",6061,랩(LAB),룸살롱,203085.6753,445978.5599
3220000,3220000-102-2016-00005,20160406,,,,,,359.96,135934,서울특별시 강남구 역삼동 824-8,"서울특별시 강남구 테헤란로6길 14, 지하1층 (역삼동)",6233,쿨타임,룸살롱,202628.7112,443941.6789
3220000,3220000-102-2011-00016,20111103,,,,,,583.76,135877,서울특별시 강남구 삼성동 143-35 ,"서울특별시 강남구 테헤란로69길 8, 지상2층, 지상3층 (삼성동)",6159,어게인,룸살롱,204604.1292,444915.4978
3220000,3220000-102-1993-18935,19910901,,,,,,173.28,135920,서울특별시 강남구 역삼동 718-14,서울특별시 강남구 언주로87길 48 (역삼동),6220,파이브(FIVE),룸살롱,203409.113,444284.1838
3220000,3220000-102-2016-00008,20161011,,,,,,823.19,135876,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로 411 (삼성동),6160,플레이(PLAY),룸살롱,204410.4623,444837.4881
3220000,3220000-102-2015-00003,20150731,,,,,,817.77,135932,서울특별시 강남구 역삼동 819-9,"서울특별시 강남구 강남대로92길 13, 지하1.2층 (역삼동)",6134,Alvin Avenue(엘빈 에비뉴),기타,202451.743,444092.8755
3220000,3220000-102-2011-00015,20111010,,,,,,249.46,135877,서울특별시 강남구 삼성동 143-27 지상3층,"서울특별시 강남구 테헤란로77길 9, 지상3층 (삼성동)",6159,씨엔엔CNN3,룸살롱,204738.8653,444986.1082
3220000,3220000-102-1987-18669,19870115,,,,,,355.6,135876,서울특별시 강남구 삼성동 142-46 지하1층 ,"서울특별시 강남구 테헤란로 421, 지하1층 (삼성동)",6160,루이스,룸살롱,204574.7798,444866.6458
3220000,3220000-102-1987-04263,19870225,,,,,205522600,114.65,135915,서울특별시 강남구 역삼동 678-16번지 ,서울특별시 강남구 테헤란로33길 13 (역삼동),6141,로얄프린스,룸살롱,203391.6925,444491.1401
3220000,3220000-102-2018-00001,20180206,,,,,,528.31,135895,서울특별시 강남구 신사동 630-19 백영빌딩 ,"서울특별시 강남구 도산대로 307, 백영빌딩 지하1??층 102호 (신사동)",6021,포에버,룸살롱,203013.751,446679.1602
3220000,3220000-102-2002-00015,20020410,,,,,02  501 0324,394.8,135876,서울특별시 강남구 삼성동 142-19 지하1층,"서울특별시 강남구 선릉로100길 56 (삼성동,지하1층)",6160,메신저,룸살롱,204518.4468,444942.6462
3220000,3220000-102-2000-22200,20000712,,,,,02 5186680,"2,187.47",135824,서울특별시 강남구 논현동 152 엘리에나호텔 ,"서울특별시 강남구 논현로 645, 엘리에나호텔 B1층~B2층 (논현동)",6116,퍼펙트,룸살롱,202670.0534,445410.5057
3220000,3220000-102-2000-22343,20000818,,,,,234522672,143.8,135935,서울특별시 강남구 역삼동 826-39 ,"서울특별시 강남구 테헤란로4길 38-5, 지하1층 (역삼동)",6241,풍경,룸살롱,202596.5855,443724.0808
3220000,3220000-102-2000-22466,20000921,,,,,02 5543555,590.35,135933,서울특별시 강남구 역삼동 822-5 지하 1층 ,"서울특별시 강남구 테헤란로 111 (역삼동,지하 1층)",6134,메이커(MK),룸살롱,202518.3741,444076.445
3220000,3220000-102-2003-00020,20031227,,,,,,418.82,135915,"서울특별시 강남구 역삼동 677-13 지하1,2층 ","서울특별시 강남구 테헤란로37길 13-13, 지하1,2층 (역삼동)",6142,모스트(most),룸살롱,203444.744,444499.1004
3220000,3220000-102-2009-00005,20090224,,,,,,491.15,135923,서울특별시 강남구 역삼동 735-32 지하2층 ,"서울특별시 강남구 테헤란로20길 10 (역삼동,지하2층)",6235,이프(If),룸살롱,202949.8532,444097.8551
3220000,3220000-102-2003-00016,20030923,,,,,20527005,537.71,135876,"서울특별시 강남구 삼성동 141-20 지상4,5,6층","서울특별시 강남구 선릉로92길 6 (삼성동,지상4,5,6층)",6162,포텐(Potent),룸살롱,204275.04,444780.035
3220000,3220000-102-1999-04215,19991011,,,,,02 5386333,184.04,135922,서울특별시 강남구 역삼동 705-16,서울특별시 강남구 선릉로93길 7 (역삼동),6150,마스터즈,룸살롱,204159.6737,444785.0632
3220000,3220000-102-2017-00001,20170508,,,,,,504.13,135918,"서울특별시 강남구 역삼동 677-20 4,5층","서울특별시 강남구 테헤란로33길 6-7, 4,5층 (역삼동)",6142,심포니,룸살롱,203475.825,444490.505
3220000,3220000-102-2008-00001,20080116,,,,,02  508 5454,496.09,135915,"서울특별시 강남구 역삼동 678-24 지하1,2층","서울특별시 강남구 테헤란로27길 8-4 (역삼동,지하1,2층)",6141,헤이 데이,룸살롱,203330.125,444424.745
3220000,3220000-102-2009-00008,20090706,,,,,,238.99,135924,서울특별시 강남구 역삼동 736-35 지상2층 ,"서울특별시 강남구 테헤란로22길 10 (역삼동,지상2층)",6236,시그널,룸살롱,203017.9389,444112.1793
3220000,3220000-102-2009-00012,20091119,,,,,262408001,807.84,135924,서울특별시 강남구 역삼동 736-17번지 지하1층 ,"서울특별시 강남구 테헤란로20길 9 (역삼동,지하1층)",6236,임펙트,룸살롱,202983.9119,444109.1388
3220000,3220000-102-2002-00030,20021213,,,,,02 5621243,938.83,135936,서울특별시 강남구 역삼동 832-7번지 지하1층 ,"서울특별시 강남구 강남대로 320 (역삼동,지하1층)",6252,미션,룸살롱,202667.5512,443299.2181
3220000,3220000-102-2001-23481,20010512,,,,,02 567 7488,"1,233.83",135839,서울특별시 강남구 대치동 890-38번지 지하1층 ,"서울특별시 강남구 테헤란로70길 16 (대치동,지하1층)",6193,사라있네,룸살롱,204647.4212,444687.5061
3220000,3220000-102-2002-00010,20020124,,,,,,264.22,135922,서울특별시 강남구 역삼동 705-6 ,서울특별시 강남구 선릉로93길 17 (역삼동),6150,크리드 CREED,룸살롱,204095.4128,444748.8598
3220000,3220000-102-2002-00007,20020122,,,,,,529.68,135912,서울특별시 강남구 역삼동 649-10 지하1층,"서울특별시 강남구 테헤란로 115 (역삼동,지하1층)",6134,비비드,룸살롱,202573.0883,444096.7157
3220000,3220000-102-1982-04372,19820209,,,,,205673397,"1,747.67",135907,서울특별시 강남구 역삼동 604-11 ,서울특별시 강남구 봉은사로 150 (역삼동),6125,주식회사 달리는토끼,관광호텔나이트(카바레),202699.2261,444846.7642
3220000,3220000-102-1999-04350,19991025,,,,,02 5624596,331.68,135513,서울특별시 강남구 역삼동 703-5 ,서울특별시 강남구 선릉로93길 54 (역삼동),6151,어퍼하우스(upper House),룸살롱,203852.055,444671.3688
3220000,3220000-102-2014-00003,20140421,,,,,,581.28,135876,서울특별시 강남구 삼성동 141-33 지하2층호,"서울특별시 강남구 테헤란로 403, 지하2층 (삼성동)",6162,미라클,룸살롱,204311.6621,444767.5592
3220000,3220000-102-1987-04267,19871112,,,,,02 5675171,866,135868,서울특별시 강남구 삼성동 45-10 지하1층,"서울특별시 강남구 봉은사로 459, 지하1층 (삼성동, 자이언트관광호텔)",6096,디바인,룸살롱,204324.2634,445580.1875
3220000,3220000-102-1989-19184,19890810,,,,,,280.5,135887,서울특별시 강남구 신사동 502-5,서울특별시 강남구 강남대로 626 (신사동),6035,디오픈,룸살롱,201660.5236,446163.6672
3220000,3220000-102-2002-00009,20020205,,,,,,991.9,135936,서울특별시 강남구 역삼동 831-0 지하1층,"서울특별시 강남구 강남대로 354 (역삼동,지하1층)",6242,831(팔삼일),룸살롱,202558.9667,443605.4222
3220000,3220000-102-1989-04251,19890911,,,,,,278.8,135717,서울특별시 강남구 역삼동 702-24 지하,"서울특별시 강남구 선릉로93길 31 (역삼동,지하)",6151,에비앙,룸살롱,204013.484,444693.0005
3220000,3220000-102-2009-00016,20091218,,,,,,249.46,135877,서울특별시 강남구 삼성동 143-27 지상2층,"서울특별시 강남구 테헤란로77길 9, 지상2층 (삼성동)",6159,씨엔엔CNN2,룸살롱,204738.8653,444986.1082
3220000,3220000-102-2002-00024,2002-08-29,,,,,02 5386181,472.72,135-934,서울특별시 강남구 역삼동 824-12 지하1층,"서울특별시 강남구 테헤란로4길 15, 지하1층 (역삼동)",6233,부스터,룸살롱,202603.6761,443910.083
3220000,3220000-102-2000-22585,2000-10-14,,,,,,226.34,135-513,서울특별시 강남구 역삼동 702-25,서울특별시 강남구 선릉로93길 29 (역삼동),6151,365,룸살롱,204030.3431,444699.4989
3220000,3220000-102-2007-00010,2007-09-20,,,,,02 5149555,300.79,135-831,서울특별시 강남구 논현동 237-10 지하1층,"서울특별시 강남구 언주로 603 (논현동,지하1층)",6109,에브리데이,룸살롱,203242.4667,445211.4604
3220000,3220000-102-2003-00010,20030610,,,,,02 5010037,162.48,135513,서울특별시 강남구 역삼동 703-0번지 지하1층 ,"서울특별시 강남구 언주로98길 28 (역삼동,지하1층)",6151,다빈치,룸살롱,203832.5455,444712.538
3220000,3220000-102-1986-04255,19860428,,,,,,148.98,135545,서울특별시 강남구 논현동 204-6번지 ,서울특별시 강남구 봉은사로 131 (논현동),6121,아이,카바레,202491.418,444881.1118
3220000,3220000-102-1987-20326,19870417,,,,,02  557 3022,117.05,135936,서울특별시 강남구 역삼동 831-26번지 ,서울특별시 강남구 강남대로78길 16 (역삼동),6242,곤파치야 이자카야,카바레,202646.2252,443641.0367
3220000,3220000-102-2008-00020,20081203,,,,,02  508 8710,188.7,135839,서울특별시 강남구 대치동 890-61 지상3층 ,"서울특별시 강남구 테헤란로68길 13 (대치동,지상3층)",6193,건전지 4 (four),룸살롱,204579.5953,444698.3933
3220000,3220000-102-1999-20891,19991208,,,,,02 5424350,284.8,135957,서울특별시 강남구 청담동 125-16번지 ,서울특별시 강남구 도산대로 535 (청담동),6013,타임즈,카바레,204526.0821,446991.1995
3220000,3220000-102-1999-20896,19991209,,,,,02 5142986,387.76,135545,서울특별시 강남구 논현동 200-6 지하1층 ,"서울특별시 강남구 봉은사로 105 (논현동,지하1층)",6120,미로(MIRO),고고(디스코)클럽,202142.9002,444753.6759
3220000,3220000-102-1999-20986,19991221,,,,,,146.9,135915,서울특별시 강남구 역삼동 678-8번지 ,서울특별시 강남구 테헤란로33길 13-8 (역삼동),6141,아뜰리에,룸살롱,203337.1962,444489.7009
3220000,3220000-102-1986-20327,19860526,,,,,02 5543555,364.32,135933,서울특별시 강남구 역삼동 822-5 지하2층 ,"서울특별시 강남구 테헤란로 111 (역삼동,지하2층)",6134,여성시대(G&S),룸살롱,202518.3741,444076.445
3220000,3220000-102-2009-00002,20090216,,,,,5666651,760.23,135934,"서울특별시 강남구 역삼동 824-7번지 지하1층, 지상2층 ","서울특별시 강남구 테헤란로6길 10 (역삼동,지하1층, 지상2층)",6233,도원,룸살롱,202621.0869,443960.2502
3220000,3220000-102-2009-00003,20090216,,,,,5676628,321.99,135934,서울특별시 강남구 역삼동 824-7번지 지상3층 ,"서울특별시 강남구 테헤란로6길 10 (역삼동,지상3층)",6233,탑,룸살롱,202621.0869,443960.2502
3220000,3220000-102-1999-21004,19991223,,,,,02 5441644,360.67,135812,서울특별시 강남구 논현동 7-1번지 지하2층 ,"서울특별시 강남구 도산대로 166, 지하2층 (논현동)",6040,뉴트로,룸살롱,202298.0488,446281.5131
3220000,3220000-102-2001-23850,20010823,,,,,,88.2,135818,서울특별시 강남구 논현동 84 지하1층 ,"서울특별시 강남구 언주로 709 (논현동,지하1층)",6053,홈구장,비어(바)살롱,203008.1465,446054.4113
3220000,3220000-102-2001-23852,20010903,,,,,,262.8,135957,서울특별시 강남구 청담동 125-12번지 지하1층 ,"서울특별시 강남구 도산대로 539, 지하1층 (청담동)",6013,플러스82(PLUS82),룸살롱,204582.1872,446992.0897
